ID,Distributor Name,Location,Car Name,Manufacturer Name,Car Type,Color,Gearbox,Number of Seats,Number of Doors,Energy,Manufactured Year,Price-$,Mileage-KM,Engine Power-HP,Purchased Date,Car Sale Status,Sold Date,Purchased Price-$,Sold Price-$,Margin-%,Sales Agent Name,Sales Rating,Sales Commission-$,Feedback
J378NK,Knox,Madison,Swift,Maruti,Sedan,White,Automatic,5,4,Diesel,2017,7300,90382,115,2016-06-17,Un Sold,1970-01-01,5525,0,0,Preeti,1,0,Excellent
EHHVV0,APE,Utah,Kags,Renault,SUV,Blue,Automatic,7,5,Diesel,2018,8200,7852,175,2024-05-11,Un Sold,1970-01-01,6869,0,0,Aditya,1,0,Excellent
O4G3K9,Kamkar,Philadelphia,Hilux,Toyota,Truck,Gray,Manual,4,2,Electric,2016,9300,17563,200,2022-02-10,Un Sold,1970-01-01,7418,0,0,Vihaan,1,0,Excellent
07PS7Z,Skipper,Portland,Thar,Mahindra,SUV,Gray,Manual,5,3,Petrol,2018,8100,28710,130,2020-09-25,Un Sold,1970-01-01,6217,0,0,Swapna,5,0,Excellent
41QY6C,Trivett,Madison,Hilux,Toyota,Truck,Gray,Manual,4,2,Electric,2017,9200,38851,200,2020-02-05,Sold,2023-12-03,7751,8816,14,Krishna,5,213,Excellent
4PBM59,Cars24,Columbus,Thar,Mahindra,SUV,White,Manual,5,3,Hybrid,2017,9200,11720,130,2016-09-01,Un Sold,1970-01-01,8183,0,0,Sweta,1,0,Good
OJW7WZ,Oto,Oklahoma,i20,Hyundai,Hatchback,Black,Manual,4,5,Petrol,2020,6400,4982,120,2023-01-25,Un Sold,1970-01-01,5385,0,0,Arjuna,3,0,Excellent
FAVCET,Carousell,Portland,i20,Hyundai,Hatchback,Black,Automatic,4,5,Diesel,2022,6300,43789,120,2024-05-23,Un Sold,1970-01-01,5189,0,0,Arjuna,2,0,Good
SAM5U8,Carsome,New York,i20,Hyundai,Hatchback,Gray,Automatic,4,5,Petrol,2021,6300,31343,120,2015-10-20,Un Sold,1970-01-01,4534,0,0,Narayan,5,0,Average
46LMYZ,Kamkar,Madison,Dzire,Maruti,Sedan,White,Automatic,5,5,Hybrid,2019,8000,93532,100,2017-07-09,Sold,2022-05-19,6763,7837,16,Swapna,5,215,Excellent
0IYVRE,Carmix,Tennessee,Kags,Renault,SUV,Gray,Manual,7,5,Petrol,2019,8000,22859,175,2018-05-06,Un Sold,1970-01-01,7410,0,0,Piyush,5,0,Average
HICQO2,Olx,Tucson,Thar,Mahindra,SUV,Black,Automatic,5,3,Petrol,2021,7800,2470,130,2015-07-24,Un Sold,1970-01-01,7098,0,0,Vishwajeet,2,0,Excellent
10NVW3,Cars24,North Carolina,Creta,Hyundai,Hatchback,Blue,Automatic,5,5,Diesel,2020,6500,15117,113,2017-03-19,Un Sold,1970-01-01,5484,0,0,Sai,5,0,Good
T2UBLG,Trust,Denver,Etriga,Maruti,Hatchback,Blue,Manual,4,5,Petrol,2017,6700,12469,103,2015-10-11,Un Sold,1970-01-01,5943,0,0,Anushka,2,0,Good
AZYUN5,Automart,Madison,Fortuner,Toyota,SUV,Blue,Manual,8,5,Electric,2018,9600,27210,200,2015-06-15,Un Sold,1970-01-01,7918,0,0,Shruthi,5,0,Excellent
SNI8RG,APE,Utah,Fortuner,Toyota,SUV,Black,Manual,8,5,Hybrid,2016,9300,2917,200,2016-06-10,Un Sold,1970-01-01,7404,0,0,Hariom,3,0,Good
KEFHBQ,Carmudi,North Carolina,Fortuner,Toyota,SUV,Black,Automatic,8,5,Diesel,2015,8500,67645,200,2023-02-05,Sold,2024-01-01,7868,9292,18,Shilpa,3,285,Excellent
AK7HTI,Cars24,Philadelphia,Yodha,Tata,Truck,White,Automatic,3,2,Diesel,2022,7300,36938,100,2021-11-14,Un Sold,1970-01-01,6153,0,0,Ram,1,0,Excellent
YTDVKJ,Zupps,Utah,Hilux,Toyota,Truck,Blue,Manual,4,2,Electric,2016,9300,83752,200,2017-01-21,Un Sold,1970-01-01,7541,0,0,Rithvik,2,0,Average
XIALNL,Knox,North Carolina,Scorpio,Mahindra,SUV,Gray,Automatic,5,5,Electric,2021,9300,4797,120,2016-03-14,Un Sold,1970-01-01,7403,0,0,Piyush,2,0,Excellent
ADHAUI,Olx,Oklahoma,Etriga,Maruti,Hatchback,Black,Manual,4,5,Petrol,2018,6600,25030,103,2022-06-03,Sold,2022-08-27,4765,5476,15,Narayan,3,142,Excellent
L8YD3H,Marchi,New York,Seltos,Kia,Hatchback,Gray,Automatic,5,5,Hybrid,2020,7400,60201,150,2018-12-02,Sold,2019-02-06,6180,5279,-15,Shilpa,5,0,Good
9ZOEGB,Marchi,Detroit,Swift,Maruti,Sedan,Red,Manual,5,4,Electric,2022,8200,31136,115,2015-12-10,Un Sold,1970-01-01,6940,0,0,Pavan,1,0,Poor
SCYC3J,Skipper,Chicago,Hilux,Toyota,Truck,Gray,Manual,4,2,Diesel,2022,7300,8992,200,2024-06-14,Sold,2024-11-13,5448,5907,8,Hariom,5,92,Excellent
6O0OYR,Automart,Chicago,Hilux,Toyota,Truck,Blue,Automatic,4,2,Electric,2016,9300,43034,200,2021-04-04,Un Sold,1970-01-01,7618,0,0,Shilpa,4,0,Excellent
B7X0MH,Carmudi,Portland,Creta,Hyundai,Hatchback,Blue,Manual,5,5,Hybrid,2018,7600,81320,113,2021-03-20,Un Sold,1970-01-01,6344,0,0,Vihaan,4,0,Average
IUH0WJ,Marchi,Detroit,Thar,Mahindra,SUV,White,Automatic,5,3,Petrol,2020,7900,50685,130,2021-09-22,Sold,2022-06-04,6173,6287,2,Shruthi,5,23,Good
XW0VJC,Trust,Utah,Creta,Hyundai,Hatchback,White,Automatic,5,5,Petrol,2018,6600,3142,113,2020-08-29,Un Sold,1970-01-01,5072,0,0,Vishwajeet,4,0,Excellent
QOUB38,Carmudi,San Jose,Yodha,Tata,Truck,Black,Manual,3,2,Petrol,2022,7200,31138,100,2017-05-11,Un Sold,1970-01-01,6122,0,0,Swathi,5,0,Good
I0X5KS,APE,Detroit,Yodha,Tata,Truck,White,Automatic,3,2,Petrol,2023,7100,3840,100,2019-04-09,Un Sold,1970-01-01,5119,0,0,Pavan,5,0,Excellent
3QWLUQ,Motor,Chicago,Creta,Hyundai,Hatchback,White,Manual,5,5,Diesel,2020,6500,95050,113,2018-06-23,Un Sold,1970-01-01,5004,0,0,Vishwajeet,1,0,Good
WJCPUG,Knox,Denver,Hilux,Toyota,Truck,Blue,Manual,4,2,Hybrid,2022,8200,21772,200,2023-09-29,Un Sold,1970-01-01,7698,0,0,Aditya,1,0,Average
L8642K,Carmudi,Chicago,Hilux,Toyota,Truck,Blue,Automatic,4,2,Hybrid,2016,8800,67648,200,2022-04-27,Un Sold,1970-01-01,7740,0,0,Aditya,1,0,Good
C6R79J,Kamkar,Texas,Etriga,Maruti,Hatchback,Black,Automatic,4,5,Hybrid,2015,7900,5903,103,2024-11-29,Un Sold,1970-01-01,6248,0,0,Shilpa,3,0,Average
4SJYTL,Carmix,Portland,Seltos,Kia,Hatchback,Black,Automatic,5,5,Diesel,2023,6200,68718,150,2015-12-20,Un Sold,1970-01-01,5645,0,0,Narayan,4,0,Poor
RVKOHD,Trust,Texas,Seltos,Kia,Hatchback,White,Manual,5,5,Electric,2020,7900,64711,150,2024-08-05,Un Sold,1970-01-01,6638,0,0,Sweta,4,0,Average
3CC0N1,Carsome,California,i20,Hyundai,Hatchback,Black,Manual,4,5,Petrol,2019,6500,29601,120,2015-10-11,Un Sold,1970-01-01,5738,0,0,Rithvik,2,0,Excellent
ZA3XB6,Nufor,Texas,i20,Hyundai,Hatchback,Blue,Manual,4,5,Diesel,2024,6100,12869,120,2020-01-24,Un Sold,1970-01-01,4890,0,0,Aditya,2,0,Good
EPI5J3,Trust,Tennessee,Fortuner,Toyota,SUV,White,Manual,8,5,Petrol,2017,8200,34326,200,2022-11-01,Un Sold,1970-01-01,7303,0,0,Rithvik,3,0,Good
MCIHR2,Knox,San Jose,Etriga,Maruti,Hatchback,Gray,Automatic,4,5,Petrol,2017,6700,41396,103,2018-06-09,Un Sold,1970-01-01,5071,0,0,Vishwajeet,4,0,Good
CZHRF9,Carmix,Florida,Swift,Maruti,Sedan,Red,Manual,5,4,Electric,2021,8300,55537,115,2016-02-15,Sold,2019-12-14,7709,8288,8,Vihaan,3,116,Poor
P0PARJ,Nufor,Utah,Thar,Mahindra,SUV,Black,Manual,5,3,Hybrid,2024,8500,59638,130,2020-09-20,Un Sold,1970-01-01,7130,0,0,Hariom,2,0,Excellent
0CG7QA,Carro,Philadelphia,Hilux,Toyota,Truck,Red,Manual,4,2,Electric,2018,9100,46310,200,2024-11-30,Un Sold,1970-01-01,7848,0,0,Rithvik,4,0,Excellent
WXOC7W,Skipper,Madison,Dzire,Maruti,Sedan,Red,Manual,5,5,Diesel,2024,6600,2109,100,2024-08-25,Un Sold,1970-01-01,5620,0,0,Vihaan,1,0,Poor
L5MBEV,Ahg,Denver,Hilux,Toyota,Truck,Gray,Manual,4,2,Hybrid,2015,8900,75752,200,2022-04-24,Un Sold,1970-01-01,7047,0,0,Vihaan,5,0,Excellent
QDY3P8,Trust,California,Kags,Renault,SUV,Blue,Automatic,7,5,Diesel,2016,8400,18025,175,2024-05-18,Un Sold,1970-01-01,7236,0,0,Vishwajeet,2,0,Average
LVQ565,Marchi,Madison,Etriga,Maruti,Hatchback,White,Manual,4,5,Electric,2016,8300,2474,103,2021-05-05,Un Sold,1970-01-01,6822,0,0,Swathi,5,0,Good
X27A77,Oto,Florida,Swift,Maruti,Sedan,Gray,Manual,5,4,Hybrid,2016,8300,35211,115,2017-02-20,Un Sold,1970-01-01,7759,0,0,Swathi,2,0,Good
8C20I1,Carousell,Denver,Yodha,Tata,Truck,Black,Automatic,3,2,Hybrid,2018,8600,49387,100,2020-06-22,Un Sold,1970-01-01,7090,0,0,Rithvik,3,0,Excellent
Q1OCZ5,Zupps,North Carolina,Fortuner,Toyota,SUV,Black,Automatic,8,5,Electric,2024,9000,99683,200,2019-06-30,Sold,2022-07-27,7034,6925,-2,Pranav,3,0,Excellent
RQGJCD,Carmudi,Tucson,Fortuner,Toyota,SUV,Blue,Automatic,8,5,Hybrid,2017,9200,9613,200,2015-10-30,Un Sold,1970-01-01,7300,0,0,Rithvik,5,0,Excellent
0GDB7G,Cars24,Portland,Swift,Maruti,Sedan,Black,Manual,5,4,Electric,2024,8000,67829,115,2017-06-10,Un Sold,1970-01-01,6263,0,0,Krishna,2,0,Average
V1SXSD,Automart,Portland,Scorpio,Mahindra,SUV,Black,Automatic,5,5,Electric,2015,9900,36842,120,2015-11-30,Un Sold,1970-01-01,9299,0,0,Arjuna,5,0,Excellent
AA2EVV,Carro,Philadelphia,Swift,Maruti,Sedan,Black,Manual,5,4,Diesel,2018,7200,70878,115,2023-11-15,Un Sold,1970-01-01,5787,0,0,Rithvik,2,0,Good
IG8Q0H,Knox,Oklahoma,Kags,Renault,SUV,Blue,Automatic,7,5,Electric,2021,9300,45528,175,2020-09-13,Un Sold,1970-01-01,8233,0,0,Krishna,1,0,Excellent
8GGKHN,Carmudi,Tennessee,Hilux,Toyota,Truck,Black,Manual,4,2,Petrol,2019,7500,28304,200,2016-06-13,Un Sold,1970-01-01,6229,0,0,Vihaan,1,0,Excellent
MK9JTU,Carousell,Florida,Etriga,Maruti,Hatchback,Blue,Manual,4,5,Petrol,2017,6700,42692,103,2023-09-11,Un Sold,1970-01-01,4759,0,0,Preeti,4,0,Excellent
60E63Q,Carsome,Tucson,Fortuner,Toyota,SUV,White,Automatic,8,5,Electric,2021,9300,33854,200,2023-02-11,Un Sold,1970-01-01,8264,0,0,Ram,4,0,Good
PJ7NDH,Cars24,North Carolina,Swift,Maruti,Sedan,White,Automatic,5,4,Diesel,2021,6900,6397,115,2019-03-17,Un Sold,1970-01-01,5189,0,0,Rithvik,4,0,Excellent
TJGWX9,Oto,San Jose,Creta,Hyundai,Hatchback,Black,Automatic,5,5,Electric,2015,8400,70990,113,2024-01-14,Un Sold,1970-01-01,7183,0,0,Dhruv,5,0,Good
8Q70WQ,Zupps,California,Yodha,Tata,Truck,Black,Automatic,3,2,Hybrid,2022,8200,22290,100,2020-12-22,Sold,2024-01-25,6462,6204,-4,Pavan,5,0,Poor
AGSAK2,Carousell,Chicago,Creta,Hyundai,Hatchback,Black,Automatic,5,5,Diesel,2021,6400,8498,113,2023-11-20,Sold,2023-08-28,5593,7052,26,Shailaja,5,292,Good
2JBHS6,Kamkar,California,Scorpio,Mahindra,SUV,Black,Automatic,5,5,Hybrid,2015,9400,36073,120,2024-03-29,Sold,2024-09-02,8453,8085,-4,Krishna,2,0,Good
T2QT9I,Carmix,Columbus,Plato,Prazo,Convertible,Blue,Automatic,2,2,Diesel,2016,9400,73569,250,2016-02-11,Un Sold,1970-01-01,7940,0,0,Arjuna,5,0,Excellent
79FK3B,Marchi,Utah,Kags,Renault,SUV,Blue,Manual,7,5,Hybrid,2017,9200,1231,175,2016-03-27,Un Sold,1970-01-01,7322,0,0,Aarush,2,0,Good
QAQXHP,Automart,Oklahoma,Dzire,Maruti,Sedan,Black,Automatic,5,5,Diesel,2015,7500,49589,100,2019-05-01,Un Sold,1970-01-01,5915,0,0,Vihaan,4,0,Average
VODDIB,Carsome,Columbus,Seltos,Kia,Hatchback,White,Manual,5,5,Petrol,2022,6200,37456,150,2017-04-16,Un Sold,1970-01-01,5415,0,0,Piyush,4,0,Poor
O7ZRLO,Marchi,Chicago,Yodha,Tata,Truck,Gray,Manual,3,2,Electric,2015,9400,58731,100,2021-03-20,Un Sold,1970-01-01,7974,0,0,Shruthi,5,0,Average
7S0WLQ,Carsome,San Jose,Kags,Renault,SUV,Blue,Automatic,7,5,Petrol,2015,8400,31422,175,2020-07-21,Sold,2020-08-07,7321,8747,19,Krishna,5,285,Good
MSMVPL,Olx,Florida,Fortuner,Toyota,SUV,Black,Automatic,8,5,Petrol,2022,7700,15539,200,2016-02-06,Sold,2021-07-14,6753,7693,14,Shruthi,2,188,Good
Q7INW1,Knox,North Carolina,Plato,Prazo,Convertible,Red,Manual,2,2,Diesel,2019,9100,38008,250,2023-03-23,Sold,2024-03-06,7395,8715,18,Piyush,4,264,Excellent
V4OSWA,Carsome,Denver,Etriga,Maruti,Hatchback,Blue,Manual,4,5,Petrol,2024,6000,70198,103,2017-09-22,Un Sold,1970-01-01,4489,0,0,Arjuna,4,0,Excellent
7AY1KF,Ahg,Utah,Etriga,Maruti,Hatchback,Black,Manual,4,5,Petrol,2015,6900,38530,103,2021-01-28,Un Sold,1970-01-01,5528,0,0,Swathi,4,0,Good
MIWPZW,Skipper,Columbus,Seltos,Kia,Hatchback,White,Automatic,5,5,Petrol,2016,6800,23613,150,2024-05-06,Un Sold,1970-01-01,5661,0,0,Vihaan,2,0,Good
P7173X,Trivett,North Carolina,Swift,Maruti,Sedan,Black,Manual,5,4,Petrol,2018,7100,23482,115,2023-04-06,Un Sold,1970-01-01,5815,0,0,Dhruv,1,0,Average
Z1KXMH,Carsome,North Carolina,Hilux,Toyota,Truck,Black,Manual,4,2,Hybrid,2016,8800,29120,200,2023-03-28,Sold,2024-05-16,7169,7350,3,Supriya,5,36,Average
R54O7I,Trivett,New York,Swift,Maruti,Sedan,Black,Manual,5,4,Hybrid,2024,7500,59446,115,2022-08-16,Un Sold,1970-01-01,6155,0,0,Dhruv,5,0,Excellent
3IU491,Sobri,North Carolina,Hilux,Toyota,Truck,Red,Automatic,4,2,Hybrid,2017,8700,91506,200,2022-04-05,Un Sold,1970-01-01,6809,0,0,Piyush,5,0,Average
3C9DXF,Trivett,Tennessee,Fortuner,Toyota,SUV,Gray,Automatic,8,5,Petrol,2016,8300,22478,200,2019-07-26,Un Sold,1970-01-01,6698,0,0,Bhavani,5,0,Excellent
I8H3LF,Zupps,Utah,Kags,Renault,SUV,Blue,Automatic,7,5,Petrol,2017,8200,19286,175,2019-04-19,Sold,2023-12-11,7428,7575,2,Krishna,4,29,Excellent
IL5CDA,Carousell,California,Thar,Mahindra,SUV,Gray,Manual,5,3,Diesel,2019,8100,91350,130,2018-03-18,Un Sold,1970-01-01,7515,0,0,Pranav,5,0,Excellent
3OGTUE,APE,Florida,i20,Hyundai,Hatchback,Blue,Automatic,4,5,Petrol,2016,6800,42742,120,2017-05-17,Un Sold,1970-01-01,4919,0,0,Pavan,1,0,Good
S9SRWK,Kamkar,Oklahoma,Dzire,Maruti,Sedan,Red,Automatic,5,5,Hybrid,2024,7500,55752,100,2021-07-04,Un Sold,1970-01-01,6899,0,0,Supriya,1,0,Excellent
OM24DL,Automart,Columbus,Creta,Hyundai,Hatchback,White,Manual,5,5,Hybrid,2017,7700,53411,113,2021-04-11,Un Sold,1970-01-01,6214,0,0,Sai,2,0,Excellent
ACFEIA,Kamkar,Texas,Swift,Maruti,Sedan,Red,Automatic,5,4,Electric,2021,8300,60124,115,2021-07-16,Un Sold,1970-01-01,7079,0,0,Aarush,1,0,Excellent
24T1XL,Carro,Oklahoma,Dzire,Maruti,Sedan,Red,Automatic,5,5,Diesel,2017,7300,39684,100,2020-05-22,Sold,2021-11-22,6281,7567,20,Shilpa,1,257,Good
VBC8Z2,Carro,North Carolina,Seltos,Kia,Hatchback,Black,Manual,5,5,Diesel,2022,6300,57732,150,2018-10-28,Un Sold,1970-01-01,4381,0,0,Preeti,2,0,Excellent
WVIUR0,Ahg,Denver,Swift,Maruti,Sedan,Black,Manual,5,4,Hybrid,2016,8300,2212,115,2023-05-22,Un Sold,1970-01-01,7499,0,0,Shruthi,2,0,Excellent
4103D7,Motor,Utah,i20,Hyundai,Hatchback,Blue,Automatic,4,5,Petrol,2015,6900,36654,120,2018-01-25,Un Sold,1970-01-01,5032,0,0,Anushka,5,0,Good
IBUN18,Olx,Chicago,Hilux,Toyota,Truck,Red,Manual,4,2,Diesel,2023,7200,47546,200,2019-09-07,Un Sold,1970-01-01,5709,0,0,Sweta,4,0,Excellent
67Y82W,Carousell,Denver,Plato,Prazo,Convertible,Red,Automatic,2,2,Hybrid,2019,10000,20440,250,2018-05-03,Un Sold,1970-01-01,8384,0,0,Vishwajeet,4,0,Poor
EX86EG,Carro,Columbus,Yodha,Tata,Truck,White,Manual,3,2,Petrol,2024,7000,22677,100,2017-07-03,Un Sold,1970-01-01,5530,0,0,Rithvik,4,0,Average
HM4OTN,Knox,Detroit,Dzire,Maruti,Sedan,Blue,Automatic,5,5,Hybrid,2019,8000,9758,100,2023-08-27,Un Sold,1970-01-01,6126,0,0,Bhavani,2,0,Poor
J451LQ,Carmudi,North Carolina,Etriga,Maruti,Hatchback,Gray,Automatic,4,5,Petrol,2017,6700,92126,103,2017-12-22,Sold,2019-07-05,5323,4881,-8,Arjuna,2,0,Excellent
2ZEKJG,Zupps,North Carolina,Seltos,Kia,Hatchback,White,Automatic,5,5,Hybrid,2015,7900,55632,150,2015-11-15,Sold,2020-04-23,7210,6116,-15,Vishwajeet,3,0,Average
AHYI9V,Carmudi,Tennessee,Kags,Renault,SUV,Blue,Manual,7,5,Diesel,2020,8000,43348,175,2021-02-28,Un Sold,1970-01-01,6189,0,0,Vishwajeet,3,0,Excellent
720ZPX,Carousell,California,Creta,Hyundai,Hatchback,Blue,Manual,5,5,Diesel,2015,7000,74780,113,2019-09-17,Un Sold,1970-01-01,5740,0,0,Shruthi,4,0,Good
V9334U,Skipper,Columbus,Yodha,Tata,Truck,Black,Manual,3,2,Electric,2023,8600,1067,100,2020-03-21,Un Sold,1970-01-01,7442,0,0,Sai,1,0,Good
KIP52C,Oto,North Carolina,Yodha,Tata,Truck,Red,Manual,3,2,Diesel,2017,7800,40666,100,2021-12-08,Un Sold,1970-01-01,6151,0,0,Shiva,5,0,Excellent
GQUOY3,Cars24,North Carolina,Thar,Mahindra,SUV,White,Manual,5,3,Petrol,2017,8200,40860,130,2015-01-20,Un Sold,1970-01-01,7576,0,0,Aarush,1,0,Excellent
SL61S9,Kamkar,Philadelphia,Scorpio,Mahindra,SUV,Gray,Automatic,5,5,Petrol,2024,7500,56755,120,2021-12-01,Un Sold,1970-01-01,6839,0,0,Krishna,5,0,Good
C7CAO1,Carro,New York,Scorpio,Mahindra,SUV,Blue,Manual,5,5,Petrol,2024,7500,47698,120,2018-02-09,Sold,2024-05-16,6615,6946,5,Krishna,5,66,Good
ECQXXF,Knox,Portland,i20,Hyundai,Hatchback,Black,Manual,4,5,Petrol,2015,6900,80203,120,2022-09-17,Un Sold,1970-01-01,4991,0,0,Swathi,1,0,Excellent
S7MRM0,Nufor,Tennessee,Kags,Renault,SUV,Red,Automatic,7,5,Hybrid,2022,8700,54827,175,2022-07-08,Un Sold,1970-01-01,6781,0,0,Rithvik,5,0,Good
VN6RR7,Ahg,Madison,Creta,Hyundai,Hatchback,White,Manual,5,5,Petrol,2016,6800,72818,113,2018-02-18,Un Sold,1970-01-01,5326,0,0,Swathi,3,0,Good
MQJP17,Automart,Chicago,Swift,Maruti,Sedan,Blue,Automatic,5,4,Petrol,2020,6900,33213,115,2016-01-19,Un Sold,1970-01-01,5554,0,0,Arjuna,3,0,Poor
NOOZAS,Kamkar,Columbus,Kags,Renault,SUV,Blue,Automatic,7,5,Petrol,2018,8100,15154,175,2016-10-27,Un Sold,1970-01-01,6537,0,0,Pavan,5,0,Excellent
36IQ13,Carmudi,Texas,Swift,Maruti,Sedan,Black,Automatic,5,4,Petrol,2024,6500,57240,115,2017-03-11,Un Sold,1970-01-01,5338,0,0,Aditya,3,0,Excellent
HI3480,Olx,Portland,i20,Hyundai,Hatchback,Black,Automatic,4,5,Hybrid,2024,7000,99369,120,2021-09-12,Sold,2024-04-12,5190,4282,-17,Krishna,3,0,Excellent
3DU5CL,Carsome,Portland,i20,Hyundai,Hatchback,Black,Manual,4,5,Diesel,2022,6300,42835,120,2015-07-11,Un Sold,1970-01-01,5359,0,0,Sai,5,0,Excellent
LLVTAT,Trust,Texas,Plato,Prazo,Convertible,White,Automatic,2,2,Diesel,2019,9100,46744,250,2020-06-17,Un Sold,1970-01-01,7307,0,0,Anushka,2,0,Poor
NQDB2E,Carro,Chicago,Kags,Renault,SUV,Black,Automatic,7,5,Hybrid,2016,9300,32710,175,2023-01-25,Un Sold,1970-01-01,7688,0,0,Arjuna,2,0,Poor
7Y6SLW,Trust,Philadelphia,Fortuner,Toyota,SUV,Red,Automatic,8,5,Electric,2017,9700,70289,200,2018-10-13,Un Sold,1970-01-01,7768,0,0,Swapna,1,0,Good
EXM6X9,Cars24,Tennessee,Scorpio,Mahindra,SUV,Red,Manual,5,5,Hybrid,2018,9100,69145,120,2019-02-11,Un Sold,1970-01-01,8384,0,0,Narayan,1,0,Good
TCS6K4,Trivett,San Jose,Creta,Hyundai,Hatchback,Black,Manual,5,5,Hybrid,2015,7900,66639,113,2020-04-11,Un Sold,1970-01-01,6623,0,0,Shailaja,1,0,Poor
EPT4OL,Carmix,Columbus,Kags,Renault,SUV,Blue,Manual,7,5,Petrol,2017,8200,25065,175,2024-08-04,Un Sold,1970-01-01,6787,0,0,Aditya,2,0,Average
WJBNON,Nufor,Florida,Thar,Mahindra,SUV,Gray,Manual,5,3,Petrol,2017,8200,47675,130,2022-01-10,Un Sold,1970-01-01,6318,0,0,Sai,4,0,Average
Y1ZZBS,Carousell,New York,Kags,Renault,SUV,White,Manual,7,5,Hybrid,2021,8800,3914,175,2021-11-25,Un Sold,1970-01-01,6899,0,0,Ram,3,0,Average
IPGH81,Ahg,Utah,Thar,Mahindra,SUV,Blue,Automatic,5,3,Diesel,2024,7600,28824,130,2018-10-16,Un Sold,1970-01-01,6778,0,0,Narayan,1,0,Excellent
6VI2ZI,Sobri,Madison,i20,Hyundai,Hatchback,White,Manual,4,5,Electric,2016,8300,65209,120,2015-03-17,Sold,2019-08-06,6805,6878,1,Pavan,2,15,Excellent
5YLN6X,Olx,Philadelphia,Plato,Prazo,Convertible,White,Automatic,2,2,Electric,2020,10400,70376,250,2020-08-21,Un Sold,1970-01-01,9885,0,0,Swapna,5,0,Excellent
UN7ZWS,Knox,Philadelphia,Kags,Renault,SUV,Black,Manual,7,5,Hybrid,2018,9100,45493,175,2021-02-06,Un Sold,1970-01-01,7967,0,0,Aditya,3,0,Good
QG99DI,Nufor,Oklahoma,i20,Hyundai,Hatchback,Blue,Manual,4,5,Hybrid,2016,7800,45213,120,2020-09-27,Un Sold,1970-01-01,7085,0,0,Karan,2,0,Good
O403AQ,Nufor,New York,Dzire,Maruti,Sedan,Red,Automatic,5,5,Hybrid,2022,7700,7893,100,2015-10-07,Un Sold,1970-01-01,5858,0,0,Arjuna,2,0,Excellent
QE18C8,Skipper,Utah,Scorpio,Mahindra,SUV,Black,Automatic,5,5,Petrol,2021,7800,50219,120,2018-07-31,Un Sold,1970-01-01,6887,0,0,Supriya,2,0,Excellent
7M8RXK,Oto,North Carolina,Etriga,Maruti,Hatchback,Red,Manual,4,5,Electric,2024,7500,46253,103,2024-01-10,Un Sold,1970-01-01,6567,0,0,Aarush,4,0,Average
1RPQDD,APE,Texas,Dzire,Maruti,Sedan,Blue,Automatic,5,5,Hybrid,2020,7900,82107,100,2020-01-23,Un Sold,1970-01-01,6442,0,0,Anushka,1,0,Excellent
IKFPAH,Cars24,Tennessee,Plato,Prazo,Convertible,Blue,Manual,2,2,Electric,2022,10200,20499,250,2024-06-20,Un Sold,1970-01-01,9459,0,0,Narayan,4,0,Excellent
BH459M,Sobri,Tucson,Scorpio,Mahindra,SUV,Blue,Automatic,5,5,Diesel,2018,8200,57543,120,2021-11-05,Un Sold,1970-01-01,7413,0,0,Narayan,1,0,Good
IQ0YZT,Carmix,New York,Kags,Renault,SUV,Blue,Automatic,7,5,Electric,2015,9900,19999,175,2023-10-26,Un Sold,1970-01-01,8751,0,0,Pavan,5,0,Poor
IOFL66,Sobri,Chicago,Swift,Maruti,Sedan,Black,Automatic,5,4,Diesel,2016,7400,20878,115,2024-03-14,Un Sold,1970-01-01,6762,0,0,Aarush,3,0,Good
KCVQKP,Carmudi,Chicago,Yodha,Tata,Truck,Black,Automatic,3,2,Electric,2020,8900,36550,100,2023-05-06,Un Sold,1970-01-01,7419,0,0,Dhruv,5,0,Good
DOSUPK,Olx,North Carolina,Kags,Renault,SUV,Gray,Manual,7,5,Hybrid,2018,9100,40684,175,2020-03-25,Un Sold,1970-01-01,8427,0,0,Shiva,2,0,Good
T601J4,Carmudi,California,Hilux,Toyota,Truck,Black,Automatic,4,2,Diesel,2022,7300,26297,200,2019-07-06,Un Sold,1970-01-01,6464,0,0,Arjuna,3,0,Good
RV2Z0U,Trust,Philadelphia,Dzire,Maruti,Sedan,Blue,Automatic,5,5,Electric,2019,8500,42850,100,2024-03-03,Un Sold,1970-01-01,7291,0,0,Supriya,5,0,Excellent
PWKMCF,Motor,California,Seltos,Kia,Hatchback,Black,Automatic,5,5,Diesel,2016,6900,3349,150,2017-10-11,Un Sold,1970-01-01,6223,0,0,Preeti,1,0,Excellent
JK64AQ,Carousell,California,Hilux,Toyota,Truck,Black,Manual,4,2,Electric,2024,8500,19866,200,2020-03-20,Sold,2023-01-31,7660,7148,-7,Piyush,1,0,Good
QKHUJ7,Carro,Denver,i20,Hyundai,Hatchback,Blue,Automatic,4,5,Electric,2021,7800,73883,120,2021-02-01,Sold,2024-07-09,6123,6622,8,Piyush,2,100,Average
9TPO2N,Trivett,Tucson,Fortuner,Toyota,SUV,Gray,Automatic,8,5,Diesel,2017,8300,60375,200,2022-12-29,Un Sold,1970-01-01,7681,0,0,Shailaja,5,0,Excellent
BK9CO1,Carmix,Columbus,Thar,Mahindra,SUV,Blue,Manual,5,3,Diesel,2020,8000,17479,130,2020-01-21,Un Sold,1970-01-01,6043,0,0,Swathi,3,0,Good
